lat,lon,road_class
13.5171487,100.6747022,trunk
13.517552,100.6728988,trunk
13.5179903,100.6709378,trunk
13.5186046,100.6682055,trunk
13.5190922,100.6659859,trunk
13.5207049,100.6587084,trunk
13.5211581,100.6566611,trunk
13.5229888,100.6485291,trunk
13.6521767,100.5982069,trunk
13.6492287,100.5970013,trunk
13.5440414,100.6191242,trunk
13.5414459,100.6203874,trunk
13.5396772,100.6212348,trunk
13.5378693,100.6232523,trunk
13.5363655,100.6253044,trunk
13.5351786,100.6269272,trunk
13.5336006,100.6290391,trunk
13.5324519,100.6305895,trunk
13.5313099,100.6321409,trunk
13.5292321,100.6349198,trunk
13.5271464,100.63781,trunk
13.5259042,100.6394904,trunk
13.5248632,100.6412003,trunk
13.5243793,100.6431983,trunk
13.5239414,100.6450207,trunk
13.5234923,100.6469385,trunk
13.7675846,100.6576333,primary
13.7686862,100.6593535,primary
13.7697498,100.6610215,primary
13.7708918,100.6628236,primary
13.7719367,100.6644668,primary
13.7898894,100.697127,primary
13.7889246,100.6954149,primary
13.787915,100.6935787,primary
13.7869931,100.6918803,primary
13.7860175,100.6900973,primary
13.7846951,100.6877135,primary
13.8974279,100.5421623,motorway
13.9009138,100.5430237,motorway
13.9028414,100.5436561,motorway
13.9005901,100.5430891,motorway
13.8981922,100.5424896,motorway
13.8943399,100.5415118,motorway
13.9304723,100.5560091,motorway
13.9328061,100.5574367,motorway
13.9382124,100.5599428,motorway
13.9407333,100.5609511,motorway
13.9443883,100.561979,motorway
13.9492511,100.5633551,motorway
13.9513693,100.5639692,motorway
13.9531804,100.5645505,motorway
13.9568796,100.5656157,motorway
13.9606241,100.5666652,motorway
13.9644245,100.5679201,motorway
13.9729322,100.5707393,motorway
13.9748829,100.5712655,motorway
13.9768871,100.5714078,motorway
13.9791243,100.5708995,motorway
13.9829004,100.5699946,motorway
13.9857315,100.569261,motorway
13.9877686,100.5687427,motorway
13.9901986,100.5681778,motorway
13.9926088,100.5678119,motorway
14.000493,100.6150223,motorway
13.9983898,100.6149388,motorway
13.9963225,100.6148731,motorway
13.9935624,100.614837,motorway
13.9898859,100.6153968,motorway
13.9875285,100.6158113,motorway
13.9819923,100.6167658,motorway
13.9779267,100.6174557,motorway
13.9723369,100.6184081,motorway
13.9671279,100.6193562,motorway
13.9650155,100.6199035,motorway
13.9629565,100.6201058,motorway
13.9586439,100.6208429,motorway
13.9565037,100.6209972,motorway
13.9543155,100.6206087,motorway
13.8238519,100.5581993,motorway
13.8265684,100.5579324,motorway
13.8285764,100.5577219,motorway
13.8322255,100.5573161,motorway
13.8341121,100.5571349,motorway
13.8359886,100.5571157,motorway
13.8383063,100.5573719,motorway
13.8408568,100.5580672,motorway
13.8433515,100.5592101,motorway
13.9798193,100.6172177,trunk
13.9751289,100.6180568,trunk
13.9730939,100.6183875,trunk
13.9711334,100.6187454,trunk
13.9635748,100.6200579,trunk
13.7746206,100.6066635,motorway
13.7768234,100.607026,motorway
13.7794421,100.6074145,motorway
13.7832804,100.6078684,motorway
13.7850999,100.6081299,motorway
13.7869863,100.6088501,motorway
13.7901188,100.6103031,motorway
13.7922022,100.6112373,motorway
13.7943057,100.612212,motorway
13.7971407,100.6134833,motorway
13.8007337,100.615111,motorway
13.8060682,100.6175315,motorway
13.8080276,100.6184275,motorway
13.8108692,100.619909,motorway
13.8136021,100.6215372,motorway
13.8513995,100.6405454,motorway
13.8482737,100.6388247,motorway
13.8461094,100.6376554,motorway
13.8433743,100.6362094,motorway
13.8407938,100.6348225,motorway
13.8385099,100.6336017,motorway
13.8353526,100.6319429,motorway
13.8912953,100.6568703,motorway
13.8896708,100.6543706,motorway
13.8884032,100.6529634,motorway
13.8859521,100.6508532,motorway
13.8843854,100.6498346,motorway
13.8827869,100.6489617,motorway
13.8804643,100.647952,motorway
13.8775936,100.6471218,motorway
13.8756811,100.6467658,motorway
13.8724782,100.6463622,motorway
13.8683679,100.6458519,motorway
13.8660552,100.6455677,motorway
13.8637729,100.6452536,motorway
13.8616605,100.6446334,motorway
13.8595989,100.6433095,motorway
13.8819131,100.6483736,motorway
13.8837843,100.6493791,motorway
13.8855502,100.650416,motorway
13.8873793,100.6518008,motorway
13.8897385,100.6542985,motorway
13.8915581,100.6570623,motorway
13.8927319,100.6592682,motorway
13.8938178,100.6613705,motorway
13.8947833,100.6634888,motorway
13.8954534,100.6654157,motorway
13.8959597,100.667225,motorway
13.8965599,100.6700989,motorway
13.8971021,100.6736444,motorway
13.8974371,100.6774484,motorway
13.740919,100.5507804,motorway
13.7413624,100.6172938,motorway
13.7406817,100.6236167,motorway
13.7409722,100.62617,motorway
13.7414626,100.6284822,motorway
13.7424581,100.6330602,motorway
13.7427488,100.6349023,motorway
13.7419565,100.6395044,motorway
13.7396136,100.650993,motorway
13.7391978,100.6530235,motorway
13.7383747,100.6561459,motorway
13.7378049,100.658306,motorway
13.7375874,100.6584848,motorway
13.7382253,100.6560833,motorway
13.7388753,100.6537708,motorway
13.7342186,100.687494,motorway
13.7350689,100.6795163,motorway
13.7353904,100.6766089,motorway
13.7097155,100.5192642,motorway
13.7078994,100.5187834,motorway
13.70611,100.5184167,motorway
13.7038223,100.5184613,motorway
13.7020003,100.5189666,motorway
13.7001793,100.5199315,motorway
13.6985772,100.52135,motorway
13.6970642,100.5230886,motorway
13.670624,100.5063044,motorway
13.6713087,100.5081278,motorway
13.6741727,100.5113063,motorway
13.6744357,100.5113568,motorway
13.6767912,100.5131917,motorway
13.6856624,100.5201239,motorway
13.679625,100.515558,motorway
13.6743594,100.511452,motorway
13.6899247,100.5236293,motorway
13.6852533,100.519961,motorway
13.532953,100.62955,trunk
13.5341388,100.6280134,trunk
13.5352321,100.6265342,trunk
13.5363535,100.6250016,trunk
13.5375562,100.6233708,trunk
13.5387758,100.6217082,trunk
13.5410699,100.6203566,trunk
13.5427808,100.6195354,trunk
13.7671742,100.6929009,motorway
13.7695231,100.6916399,motorway
13.6541388,100.690245,motorway
13.7501212,100.531352,primary
13.7524476,100.5315834,primary
13.7493875,100.531249,primary
13.750958,100.5383488,primary
13.7493162,100.5602779,primary
13.7495485,100.5583082,primary
13.7956179,100.707791,primary
13.7902064,100.6977033,primary
13.798315,100.7131159,primary
13.7974615,100.7114778,primary
13.7954495,100.7074569,primary
13.7945678,100.7057431,primary
13.7936215,100.7039496,primary
13.7925981,100.7021082,primary
13.9100296,100.506516,primary
13.9112295,100.5079362,primary
13.9125367,100.5094961,primary
13.9099459,100.5065733,primary
13.9083581,100.5049281,primary
13.9042986,100.5049872,primary
13.7183862,100.5188013,primary
13.9042217,100.504868,primary
13.9059963,100.5041339,primary
13.9032123,100.5054015,primary
13.9010349,100.5062227,primary
13.890175,100.5101755,primary
13.8922491,100.5093775,primary
13.8384235,100.662442,primary
13.8687089,100.4890997,primary
13.8677417,100.4909617,primary
13.8664824,100.4933842,primary
13.8655391,100.4952071,primary
13.8645511,100.4971069,primary
13.8708791,100.482001,primary
13.8707585,100.4840268,primary
13.8702287,100.4859775,primary
13.8700958,100.4703822,primary
13.8701742,100.4730599,primary
13.8717831,100.4625732,primary
13.8738774,100.4578639,primary
13.8699692,100.471198,primary
13.8701348,100.4859406,primary
13.8706444,100.4840275,primary
13.8707528,100.4820125,primary
13.8584861,100.525874,primary
14.0153203,100.2578141,primary
14.0235428,100.2738659,primary
14.0237857,100.277819,primary
14.0240175,100.2814466,primary
14.0241857,100.2840034,primary
14.0243104,100.2859442,primary
14.0245146,100.2892533,primary
14.0246589,100.2913782,primary
14.0248383,100.2941534,primary
14.0249828,100.2963892,primary
14.0251121,100.2983955,primary
14.0252563,100.3006547,primary
14.0158664,100.2587516,primary
14.0137503,100.2562966,primary
14.0124646,100.2547679,primary
14.0111269,100.2532889,primary
14.0079312,100.2495955,primary
14.0075429,100.2475136,primary
14.0078997,100.2448201,primary
14.008241,100.24219,primary
14.008502,100.2401422,primary
14.0087416,100.2382627,primary
14.0089998,100.2362378,primary
14.0092548,100.2342373,primary
14.0095059,100.2322326,primary
14.0099199,100.2288826,primary
14.0115043,100.2163084,primary
14.0117402,100.214452,primary
14.0120441,100.2120379,primary
14.0131675,100.2032032,primary
14.0138236,100.1979066,primary
14.014124,100.1955187,primary
14.0146985,100.1909555,primary
14.0151214,100.1875969,primary
14.0153659,100.1856422,primary
14.0156042,100.1837364,primary
14.015877,100.181616,primary
14.0117258,100.2163388,primary
14.011553,100.2175407,primary
14.0112997,100.2195591,primary
14.0110215,100.2215867,primary
14.0105221,100.2254981,primary
14.0102803,100.2274216,primary
14.0113483,100.2175534,primary
14.0293923,100.7561013,primary
14.0301109,100.7580984,primary
14.0307821,100.7599123,primary
14.0314437,100.7617965,primary
14.03218,100.7639425,primary
14.0328539,100.7658776,primary
14.0335441,100.7678977,primary
14.0449281,100.8012096,primary
14.0292951,100.7557987,primary
14.0371953,100.7786147,primary
14.052756,100.8239516,primary
14.0226986,100.7403041,primary
14.0606996,100.8465792,primary
14.0192464,100.7320988,primary
14.0203841,100.7349425,primary
14.0212599,100.7370665,primary
14.0222093,100.7392034,primary
14.0450388,100.801561,primary
14.0458431,100.8038363,primary
14.0464703,100.8056805,primary
14.0471858,100.8077426,primary
14.0481025,100.8104037,primary
14.0488104,100.8124002,primary
14.0495688,100.8146393,primary
14.0508898,100.8184676,primary
14.0515528,100.8204128,primary
14.052326,100.8226578,primary
14.0528976,100.8243668,primary
14.0535889,100.8263276,primary
14.0542129,100.8281255,primary
14.0548538,100.8299333,primary
14.0554705,100.8316814,primary
14.0561785,100.8336691,primary
14.0568281,100.8355122,primary
14.0575811,100.8376697,primary
14.0581933,100.8394222,primary
14.0588715,100.8413509,primary
14.0595493,100.8432854,primary
14.0606838,100.8465294,primary
14.022818,100.7405735,primary
14.0236203,100.7423621,primary
14.0243313,100.744076,primary
14.02527,100.7462661,primary
14.0261548,100.7482458,primary
14.0271159,100.75056,primary
14.0281421,100.7530814,primary
14.0608126,100.8469009,primary
14.0616565,100.8493483,primary
14.0622604,100.8511005,primary
14.0629253,100.853003,primary
14.0635873,100.8549147,primary
14.0642003,100.8566737,primary
14.0648607,100.8585459,primary
14.0657367,100.861042,primary
14.0663534,100.8628147,primary
14.0670378,100.8647827,primary
14.0680064,100.8674671,primary
14.0686585,100.8692463,primary
14.0605646,100.8465827,primary
14.0599239,100.8447629,primary
14.0590174,100.8421864,primary
14.0578461,100.8388564,primary
14.0570193,100.8364653,primary
14.0559297,100.8333633,primary
14.0551592,100.8312082,primary
14.0542566,100.8287601,primary
14.0532439,100.8258468,primary
14.0448077,100.8012584,primary
14.0433302,100.7969663,primary
14.042599,100.7948358,primary
14.0415852,100.7918802,primary
14.0402839,100.7881729,primary
14.0380156,100.7814597,primary
14.0374225,100.7796943,primary
14.0370783,100.7786498,primary
14.0364611,100.7767975,primary
14.0357051,100.7745985,primary
14.0342007,100.7702567,primary
14.0527702,100.8244145,primary
14.0372114,100.779049,primary
14.0193027,100.7325677,primary
14.0227228,100.740614,primary
14.0686842,100.8697133,primary
14.0606792,100.8469072,primary
14.0292444,100.7561615,primary
14.0449142,100.8015841,primary
14.0226086,100.7403641,primary
14.0207541,100.7361523,primary
14.0191248,100.732144,primary
14.0181538,100.7299125,primary
14.0526165,100.8239745,primary
14.0510418,100.8194055,primary
14.0489287,100.8131807,primary
14.0462185,100.8053238,primary
14.0451992,100.8023834,primary
14.0291277,100.7558408,primary
14.0282548,100.7537502,primary
14.0266783,100.7499447,primary
14.0252395,100.7465091,primary
14.02421,100.744061,primary
14.0229089,100.741064,primary
14.0779977,100.8963956,primary
14.0754463,100.8888928,primary
14.0685277,100.8692754,primary
14.0676144,100.8667807,primary
14.0664807,100.8635442,primary
14.0652837,100.8601422,primary
14.0646183,100.8582306,primary
14.063999,100.8564624,primary
14.0627782,100.8529214,primary
14.0616249,100.8496139,primary
13.756497,100.5060168,primary
13.7201617,100.5593791,primary
13.7190583,100.5620361,primary
13.7383513,100.5152209,primary
13.7142209,100.592541,primary
13.7130515,100.5910215,primary
13.7127044,100.5890154,primary
13.7128126,100.5863975,primary
13.7232507,100.5601968,primary
13.7206667,100.5592748,primary
13.7130258,100.5841146,primary
13.7129415,100.5862528,primary
13.7128337,100.5887707,primary
13.7130814,100.590865,primary
13.8127842,100.7038891,trunk
13.8127836,100.7063339,trunk
13.8127839,100.7087913,trunk
13.8127785,100.7108605,trunk
13.8127663,100.7130635,trunk
13.8127564,100.7153295,trunk
13.8126969,100.7172173,trunk
13.8126234,100.6972852,trunk
13.8126204,100.6947951,trunk
13.8126356,100.6924349,trunk
13.8126215,100.6976289,trunk
13.8021658,100.7205489,primary
13.8030189,100.7222514,primary
13.8039025,100.7240075,primary
13.8050573,100.7255525,primary
13.8066349,100.726883,primary
13.8074077,100.7279328,primary
13.8060003,100.7265881,primary
13.8044996,100.7253105,primary
13.8035191,100.7236852,primary
13.802607,100.7218423,primary
13.8135272,100.7390641,primary
13.8111073,100.7346125,primary
13.807942,100.7285456,primary
13.8100285,100.7323441,primary
13.8099237,100.7324047,primary
13.8078256,100.7286107,primary
13.795594,100.7073964,primary
13.7900154,100.6970509,primary
13.8111783,100.7345761,primary
13.8136305,100.7390061,primary
13.7727993,100.6660411,primary
13.8008226,100.7181397,primary
13.7983665,100.7130883,primary
13.8008748,100.7181089,primary
13.8104738,100.7334436,primary
13.8156254,100.7429691,primary
13.8146998,100.7413003,primary
13.7957695,100.7077253,primary
13.7966341,100.7094234,primary
13.7976235,100.7114223,primary
13.8144577,100.7404714,primary
13.8157738,100.7428833,primary
13.7903316,100.6976246,primary
13.7912418,100.6992512,primary
13.7923581,100.7013033,primary
13.7784083,100.6762708,primary
13.7774478,100.674537,primary
13.7765346,100.6728991,primary
13.7754993,100.6710299,primary
13.7745741,100.669314,primary
13.7734807,100.6673254,primary
13.6841666,100.5424766,primary
13.6851238,100.5440671,primary
13.6833528,100.54185,primary
13.6815387,100.540764,primary
13.6792416,100.5398638,primary
13.6773094,100.5394908,primary
13.6750213,100.5391641,primary
13.6725556,100.538813,primary
13.6692669,100.5384368,primary
13.6716983,100.5386041,primary
13.6256367,100.6259102,primary
13.627666,100.6267232,primary
13.6537222,100.6419463,primary
13.6320641,100.6294071,primary
13.6126471,100.6191884,primary
13.6105912,100.6179235,primary
13.5968497,100.6106587,primary
13.5980182,100.6120457,primary
13.5998968,100.6125517,primary
13.6256953,100.6258176,primary
13.6274949,100.6267082,primary
13.6298099,100.628034,primary
13.6314327,100.6290226,primary
13.6320148,100.6295106,primary
13.6297483,100.6281523,primary
13.6274237,100.6268071,primary
13.5868522,100.6089658,trunk
13.5850562,100.6082855,trunk
13.5823953,100.6072786,trunk
13.5797521,100.6062701,trunk
13.5777512,100.6055074,trunk
13.5923548,100.6088959,trunk
13.5918094,100.6089987,trunk
13.5924801,100.6086072,trunk
13.5942073,100.6076269,trunk
13.7941354,100.9443961,trunk
13.7922878,100.9468971,trunk
13.7923575,100.9464483,trunk
13.7934627,100.9449442,trunk
13.8090728,100.8148467,trunk
13.8092879,100.8126795,trunk
13.8095054,100.8104417,trunk
13.6485438,100.68428,trunk
13.6499887,100.6816455,trunk
13.6514103,100.678983,trunk
13.6529397,100.6762394,trunk
13.6558939,100.670873,trunk
13.65729,100.6682634,trunk
13.6590711,100.6650477,trunk
13.6494767,100.5969481,trunk
13.6521359,100.5980095,trunk
13.6540839,100.5988236,trunk
13.5940198,100.7616382,primary
13.5993677,100.7195422,primary
13.5990629,100.7205242,primary
13.5985964,100.7224911,primary
13.5984062,100.7244841,primary
13.6072059,100.6867486,primary
13.6077292,100.68461,primary
13.6083495,100.6822295,primary
13.60886,100.6802084,primary
13.6094283,100.6778631,primary
13.6099886,100.6756534,primary
13.6104444,100.6737692,primary
13.6109217,100.6717623,primary
13.6114292,100.6696377,primary
13.5919809,100.7725489,primary
13.5915773,100.7747083,primary
13.5911027,100.7766544,primary
13.5905113,100.778858,primary
13.596139,100.7488788,primary
13.5937341,100.762624,primary
13.5939154,100.7616277,primary
13.594316,100.7595942,primary
13.5946636,100.7577503,primary
13.5951066,100.7553565,primary
13.5955989,100.7526494,primary
13.5959838,100.7504549,primary
13.5962245,100.7473834,primary
13.5963658,100.7434603,primary
13.5966029,100.7414063,primary
13.8262708,100.7626273,primary
13.8253856,100.7609666,primary
13.8243912,100.7591705,primary
13.823511,100.7575265,primary
13.8224911,100.7555894,primary
13.8535375,100.8270533,primary
13.8533507,100.8249965,primary
13.8531219,100.8225765,primary
13.8529213,100.8205683,primary
13.8527286,100.8184916,primary
13.8525362,100.8164545,primary
13.8523484,100.8144415,primary
13.8521046,100.8120966,primary
13.8518981,100.8100215,primary
13.8329969,100.7739365,primary
13.8319141,100.7724237,primary
13.8307933,100.7706711,primary
13.8296576,100.7689027,primary
13.8286008,100.7671231,primary
13.8277394,100.7654787,primary
13.8268099,100.7636632,primary
13.8204199,100.7514204,primary
13.8189552,100.7511267,primary
13.8171313,100.7516427,primary
13.8331732,100.7741418,primary
13.8263769,100.7628562,primary
13.8536178,100.8279056,primary
13.8219538,100.7545401,primary
13.8517822,100.8087087,primary
13.8551551,100.8626566,primary
13.8554718,100.8604863,primary
13.8446751,100.7940219,primary
13.8435943,100.7923455,primary
13.8423274,100.790113,primary
13.8413212,100.7882712,primary
13.8403568,100.7865141,primary
13.8393457,100.7846609,primary
13.8384478,100.7830086,primary
13.8375078,100.7812055,primary
13.8365328,100.779404,primary
13.8356839,100.777737,primary
13.8347608,100.7759969,primary
13.8335035,100.7745117,primary
13.6889343,100.5475261,primary
13.6909627,100.5473712,primary
13.707624,100.5484851,primary
13.6093921,100.5512486,primary
13.6076717,100.5528034,primary
13.6060253,100.5542957,primary
13.6042201,100.5559257,primary
13.6028437,100.5571693,primary
13.6011988,100.5586617,primary
13.5987195,100.5609198,primary
13.5969157,100.5625485,primary
13.5951065,100.5641913,primary
13.593866,100.5656708,primary
13.5935297,100.5675507,primary
13.5937598,100.5706183,primary
13.5939991,100.5734546,primary
13.5942111,100.5759048,primary
13.5943879,100.5779342,primary
13.5992974,100.5601877,primary
13.6006524,100.5589429,primary
13.602365,100.5573776,primary
13.603977,100.5559415,primary
13.6056172,100.5544957,primary
13.607399,100.5528566,primary
13.6092335,100.5511933,primary
13.6730468,100.5065731,primary
13.6719855,100.5083092,primary
13.6709905,100.5098636,primary
13.679844,100.4954804,primary
13.6752365,100.5031059,primary
13.6748418,100.5034269,primary
13.679941,100.4953281,primary
13.6813821,100.4932527,primary
13.6826918,100.4914138,primary
13.6838685,100.4897478,primary
13.6799954,100.4955708,primary
13.6785358,100.4978426,primary
13.6775415,100.4994495,primary
13.6765211,100.5010848,primary
13.6755867,100.5022481,primary
13.6767097,100.5004668,primary
13.6780134,100.4984136,primary
13.6791787,100.4965338,primary
13.5927123,100.3293365,primary
13.5913214,100.3279095,primary
13.7270004,100.4930659,primary
13.7286698,100.4938185,primary
13.7304582,100.4944358,primary
13.6969417,100.4971712,primary
13.6991229,100.4951153,primary
13.7008688,100.4929349,primary
13.7017918,100.4912974,primary
13.7025348,100.4895218,primary
13.7048105,100.48548,primary
13.7057532,100.4840015,primary
13.7030909,100.4885441,primary
13.7022169,100.4906234,primary
13.7009653,100.4929864,primary
13.6998388,100.4944449,primary
13.7179255,100.517014,primary
13.7183948,100.5151202,primary
13.717674,100.5199714,primary
13.71579,100.5200596,primary
13.7137806,100.5200757,primary
13.6894516,100.509702,primary
13.6910706,100.5100646,primary
13.6957528,100.5469518,primary
13.7571567,100.4452822,primary
13.7596558,100.4450297,primary
13.7622377,100.4448103,primary
13.7653436,100.4445289,primary
13.767692,100.4442867,primary
13.7703996,100.4439682,primary
13.7569999,100.4454885,primary
13.7566177,100.445363,primary
13.7566724,100.4455304,primary
13.7289676,100.4769489,primary
13.7292797,100.4750505,primary
13.728885,100.4731198,primary
13.7276647,100.4845108,primary
13.7280011,100.4825191,primary
13.7283405,100.4805107,primary
13.7286686,100.4785729,primary
13.8241267,100.4590456,primary
13.8244074,100.4560918,primary
13.8312912,100.4929213,primary
13.8225522,100.4692501,primary
13.8226372,100.4716386,primary
13.8230086,100.4742505,primary
13.8625651,100.4515173,primary
13.8646574,100.4516725,primary
13.8668615,100.4517223,primary
13.8695762,100.4515946,primary
13.8589211,100.5217123,primary
13.8246254,100.4550228,primary
13.8244405,100.4576874,primary
13.9210038,100.4862493,primary
13.9147985,100.4950042,primary
13.9074271,100.5040512,primary
13.908705,100.5017019,primary
13.9100966,100.4994515,primary
13.9147298,100.4949159,primary
13.9166086,100.4931837,primary
13.9587082,100.511913,primary
13.9587984,100.5096678,primary
13.9590729,100.5131722,primary
13.9665402,100.5402695,primary
13.9667601,100.5421774,primary
13.9667914,100.5440553,primary
13.9670278,100.546252,primary
13.9676397,100.5486819,primary
13.9493021,100.4513191,primary
13.948948,100.4491854,primary
13.9932142,100.5167073,primary
13.9915088,100.5161116,primary
13.9894448,100.515385,primary
13.9851096,100.5149485,primary
13.9831432,100.5148061,primary
13.9802124,100.5146161,primary
13.9777292,100.5144726,primary
13.9753724,100.5143126,primary
13.9733839,100.5141861,primary
13.9715449,100.5140633,primary
13.9696925,100.513937,primary
13.9676279,100.5138014,primary
13.9640519,100.5135853,primary
13.9621355,100.5134497,primary
13.9407014,100.5418391,primary
13.9419906,100.5405281,primary
13.9436949,100.538855,primary
13.9450425,100.5375238,primary
13.9529849,100.4717052,primary
13.9533163,100.4736591,primary
13.9536948,100.4758209,primary
13.8847953,100.6020627,primary
13.8693496,100.5931214,primary
13.8628379,100.5892823,primary
13.8600855,100.5876645,primary
13.8553738,100.6312794,primary
13.8555645,100.6313919,primary
13.8747013,100.5962699,primary
13.9855601,100.6213843,primary
13.9860017,100.623299,primary
13.9864679,100.6253514,primary
13.9868766,100.6272157,primary
13.9874697,100.6299114,primary
13.988068,100.6326327,primary
13.9884772,100.6344969,primary
13.9890801,100.6372181,primary
13.9900166,100.6414493,primary
14.0042755,100.5658605,primary
14.0030785,100.5673149,primary
14.0011876,100.5695739,primary
13.9999171,100.5711021,primary
13.998408,100.5729267,primary
13.9971476,100.5744528,primary
13.9955723,100.5763555,primary
13.9733826,100.5506214,primary
13.9752661,100.5506097,primary
13.9778867,100.5506165,primary
13.9797619,100.5506188,primary
13.9818481,100.5506246,primary
13.9841468,100.5506153,primary
13.98611,100.550623,primary
13.9882405,100.550617,primary
13.9900832,100.5506171,primary
13.9922433,100.5506211,primary
13.9939915,100.5511563,primary
14.0595194,100.5238827,primary
14.0620502,100.5236724,primary
14.0641463,100.5235241,primary
14.0046498,100.5546648,primary
14.0156387,100.5493689,primary
14.0161643,100.7248316,primary
14.0170023,100.7268294,primary
14.0177025,100.7285399,primary
13.9348174,100.7464568,primary
13.8841558,100.5812964,primary
13.8756891,100.5961625,primary
13.8768447,100.594537,primary
13.8841204,100.5822053,primary
13.8830508,100.5840616,primary
14.0024156,100.5199563,primary
13.9999038,100.5190946,primary
13.997448,100.5182088,primary
13.9946724,100.5172404,primary
13.833642,100.5219493,primary
13.8348264,100.5204915,primary
13.8360452,100.5190671,primary
13.8376085,100.5171979,primary
13.8389113,100.515609,primary
13.8402794,100.5139809,primary
13.8477596,100.5618798,primary
13.749201,100.5611725,primary
13.7487504,100.5650461,primary
13.7487229,100.5659208,primary
13.7484316,100.568008,primary
13.7491488,100.5622291,primary
13.7486082,100.565914,primary
13.7182318,100.5171374,primary
13.7129769,100.5942727,primary
13.7427624,100.5509114,primary
13.74229,100.5527571,primary
13.7201185,100.5844339,primary
13.7220944,100.5845722,primary
13.7239623,100.5846258,primary
13.7260893,100.5850861,primary
13.7278548,100.585545,primary
13.7299992,100.5861894,primary
13.731802,100.5867861,primary
13.7335441,100.5873519,primary
13.735364,100.5879429,primary
13.7202824,100.5086227,primary
13.7197783,100.5106829,primary
13.719218,100.5130381,primary
13.6716903,100.5387352,primary
13.669336,100.5385682,primary
13.6671549,100.5384062,primary
13.8999089,100.5415001,primary
13.9024426,100.5337403,primary
13.9031335,100.5317479,primary
13.9038155,100.5297742,primary
13.9046837,100.5273384,primary
13.9053228,100.5255425,primary
13.9056472,100.5235234,primary
13.9058352,100.5215011,primary
13.9059983,100.5196288,primary
13.7538921,100.5940836,primary
13.7561995,100.5948678,primary
13.7583587,100.5952453,primary
13.7584241,100.5961593,primary
13.6474782,100.4175717,trunk
13.6460347,100.4156187,trunk
13.6445012,100.4135304,trunk
13.7561759,100.5050434,primary
13.7736815,100.5188717,primary
13.7746921,100.5166273,primary
13.7754587,100.5149422,primary
13.7764473,100.5127474,primary
13.7605506,100.5549385,primary
13.7595814,100.5564752,primary
13.761697,100.5524667,primary
13.7606394,100.5545681,primary
13.7596985,100.5563106,primary
13.7587069,100.5568403,primary
13.6489921,100.5413231,primary
13.651353,100.5411736,primary
13.6536311,100.5409901,primary
13.6557706,100.5406292,primary
13.7679277,100.6419964,primary
13.7669433,100.6437626,primary
13.7096024,100.6007114,primary
13.7219915,100.7815572,primary
13.7220267,100.7837993,primary
13.7219365,100.7877181,primary
13.7218666,100.7854345,primary
13.7220898,100.7095129,primary
13.722154,100.7114951,primary
13.7221727,100.7134696,primary
13.722201,100.7154131,primary
13.7222168,100.7173447,primary
13.7222006,100.7192268,primary
13.8405633,100.5796456,primary
13.8406908,100.5825241,primary
13.8407265,100.5844997,primary
13.8410652,100.5872056,primary
13.841254,100.5894033,primary
13.840933,100.58754,primary
13.8406085,100.5851552,primary
13.8405123,100.5821988,primary
13.8404308,100.5798903,primary
13.8114555,100.6683573,primary
13.8109577,100.6660223,primary
13.8098464,100.6631681,primary
13.8296377,100.6233206,primary
13.8287066,100.624988,primary
13.8273284,100.6266286,primary
13.8516315,100.6382146,primary
13.8527498,100.6361376,primary
13.8536659,100.6344644,primary
13.8433868,100.6538075,primary
13.8423217,100.6557764,primary
13.8408133,100.6585568,primary
13.772654,100.6658144,primary
13.7716505,100.6642528,primary
13.7704355,100.6623297,primary
13.7691375,100.6602953,primary
13.7681424,100.6587146,primary
13.746281,100.6044655,primary
13.7449631,100.6031619,primary
13.7434775,100.6016885,primary
13.7416778,100.6015555,primary
13.7258047,100.5958877,primary
13.7239063,100.5958414,primary
13.7213264,100.595813,primary
13.7191821,100.5957251,primary
13.7173149,100.5956224,primary
13.7603866,100.5548761,primary
13.7615463,100.5525745,primary
13.7626632,100.5503529,primary
13.8287783,100.5648176,primary
13.8275855,100.5672675,primary
13.8247305,100.572069,primary
13.8257497,100.5705196,primary
13.8274974,100.5670839,primary
13.8283967,100.565228,primary
13.8292249,100.5635422,primary
13.8456998,100.5649292,primary
13.8439685,100.5680593,primary
13.8421469,100.5713508,primary
13.8314237,100.5706352,primary
13.8333994,100.5717895,primary
13.8591731,100.5217702,primary
13.8589472,100.5236405,primary
13.8587042,100.5256431,primary
13.8583805,100.5280607,primary
13.8581322,100.5300706,primary
13.857861,100.532266,primary
13.8275678,100.5671203,primary
13.8265803,100.5692074,primary
13.8416289,100.571971,primary
13.8427635,100.5699386,primary
13.8440786,100.5676108,primary
13.8452565,100.5655088,primary
13.8491565,100.5812548,primary
13.847317,100.5801579,primary
13.845706,100.5792043,primary
13.8434097,100.5778451,primary
13.8417501,100.576854,primary
13.8397813,100.5760122,primary
13.840236,100.5779533,primary
13.8247303,100.5721942,primary
13.8265028,100.5691675,primary
13.8256381,100.571059,primary
13.829481,100.5633094,primary
13.8284465,100.5652861,primary
13.8927081,100.5410839,motorway
13.8898102,100.5403408,motorway
13.8866394,100.5395381,motorway
13.8834433,100.5384099,motorway
13.8806776,100.5373746,motorway
13.8777345,100.5365192,motorway
13.8753292,100.5359233,motorway
13.8729769,100.5353478,motorway
13.8694211,100.5344728,motorway
13.8676019,100.5340152,motorway
13.8655211,100.5334367,motorway
